iter	Passed	Remaining
0	5	27067
1	17	43167
2	19	32782
3	28	35855
4	29	29885
5	35	29307
6	40	28848
7	42	26540
8	43	24287
9	52	26086
10	61	27729
11	67	27854
12	68	26166
13	69	24812
14	71	23672
15	85	26549
16	87	25539
17	97	26981
18	98	25929
19	99	24850
20	108	25718
21	122	27809
22	127	27571
23	137	28509
24	146	29065
25	154	29542
26	165	30427
27	167	29659
28	168	28913
29	178	29499
30	188	30157
31	190	29579
32	199	30080
33	208	30416
34	216	30758
35	225	31106
36	228	30651
37	236	30929
38	238	30338
39	239	29756
40	241	29177
41	249	29475
42	252	29090
43	261	29399
44	269	29698
45	270	29150
46	272	28672
47	281	29004
48	290	29368
49	303	30043
50	305	29692
51	318	30324
52	333	31146
53	339	31058
54	348	31314
55	349	30883
56	359	31183
57	368	31410
58	377	31608
59	385	31778
60	387	31349
61	396	31558
62	405	31742
63	414	31958
64	422	32085
65	424	31715
66	432	31855
67	434	31494
68	436	31185
69	445	31363
70	453	31517
71	464	31769
72	472	31879
73	480	31994
74	489	32147
75	499	32352
76	500	32005
77	509	32153
78	524	32693
79	530	32629
80	559	33990
81	576	34574
82	587	34818
83	598	35034
84	611	35344
85	614	35105
86	627	35426
87	628	35102
88	630	34763
89	631	34441
90	632	34104
91	641	34214
92	652	34435
93	658	34376
94	660	34123
95	671	34316
96	672	34016
97	681	34094
98	691	34209
99	700	34320
100	710	34445
101	711	34177
102	722	34329
103	732	34475
104	733	34175
105	742	34289
106	743	34011
107	752	34105
108	761	34183
109	770	34254
110	780	34376
111	788	34424
112	797	34497
113	799	34249
114	802	34072
115	810	34127
116	812	33893
117	820	33953
118	825	33865
119	833	33914
120	842	33963
121	851	34048
122	852	33803
123	853	33581
124	856	33390
125	859	33229
126	861	33063
127	863	32858
128	871	32910
129	873	32710
130	881	32774
131	883	32583
132	884	32374
133	887	32214
134	896	32318
135	906	32416
136	907	32210
137	917	32307
138	920	32187
139	922	32032
140	935	32223
141	946	32370
142	947	32168
143	949	32012
144	958	32106
145	968	32205
146	970	32023
147	970	31830
148	979	31884
149	982	31772
150	984	31620
151	986	31476
152	995	31530
153	997	31386
154	1001	31319
155	1003	31174
156	1012	31235
157	1016	31137
158	1024	31196
159	1026	31039
160	1030	30982
161	1039	31050
162	1049	31135
163	1051	30999
164	1060	31076
165	1063	30968
166	1064	30795
167	1064	30625
168	1065	30468
169	1066	30312
170	1067	30152
171	1069	30007
172	1071	29888
173	1071	29730
174	1080	29783
175	1082	29660
176	1090	29724
177	1091	29577
178	1093	29441
179	1103	29553
180	1104	29402
181	1112	29453
182	1137	29952
183	1155	30245
184	1175	30593
185	1184	30662
186	1186	30548
187	1188	30432
188	1200	30566
189	1202	30437
190	1214	30584
191	1222	30605
192	1225	30523
193	1228	30443
194	1229	30305
195	1239	30389
196	1249	30470
197	1252	30366
198	1255	30294
199	1264	30344
200	1272	30382
201	1281	30434
202	1289	30480
203	1295	30458
204	1298	30380
205	1307	30428
206	1310	30336
207	1319	30396
208	1331	30518
209	1332	30398
210	1334	30291
211	1347	30437
212	1356	30478
213	1357	30354
214	1358	30242
215	1361	30145
216	1362	30029
217	1370	30066
218	1371	29941
219	1380	29996
220	1389	30047
221	1397	30076
222	1398	29956
223	1407	30002
224	1415	30038
225	1424	30092
226	1426	29998
227	1435	30040
228	1444	30103
229	1445	29980
230	1446	29864
231	1454	29892
232	1463	29932
233	1472	29981
234	1473	29868
235	1475	29779
236	1476	29665
237	1485	29724
238	1494	29768
239	1504	29836
240	1513	29884
241	1523	29944
242	1534	30031
243	1535	29937
244	1536	29824
245	1545	29871
246	1553	29902
247	1555	29812
248	1564	29856
249	1567	29784
250	1568	29672
251	1577	29714
252	1586	29758
253	1594	29798
254	1596	29707
255	1601	29673
256	1610	29713
257	1611	29616
258	1620	29664
259	1629	29702
260	1637	29735
261	1646	29781
262	1655	29820
263	1656	29722
264	1665	29756
265	1666	29654
266	1674	29688
267	1683	29716
268	1683	29613
269	1692	29648
270	1702	29700
271	1710	29730
272	1728	29926
273	1761	30380
274	1777	30544
275	1783	30517
276	1794	30602
277	1811	30763
278	1823	30856
279	1834	30920
280	1837	30851
281	1846	30893
282	1855	30925
283	1863	30952
284	1866	30878
285	1875	30905
286	1883	30934
287	1893	30987
288	1903	31032
289	1913	31078
290	1924	31142
291	1935	31207
292	1938	31143
293	1948	31182
294	1949	31095
295	1959	31139
296	1968	31176
297	1977	31203
298	1978	31112
299	1987	31138
300	1997	31176
301	2005	31205
302	2015	31243
303	2024	31266
304	2032	31287
305	2037	31254
306	2046	31279
307	2054	31298
308	2064	31336
309	2072	31359
310	2081	31386
311	2091	31419
312	2101	31473
313	2110	31489
314	2121	31551
315	2135	31654
316	2146	31706
317	2155	31730
318	2164	31760
319	2173	31791
320	2183	31823
321	2192	31853
322	2195	31786
323	2203	31804
324	2212	31824
325	2221	31845
326	2230	31873
327	2239	31900
328	2248	31919
329	2256	31934
330	2265	31956
331	2274	31984
332	2283	32000
333	2292	32019
334	2301	32050
335	2311	32088
336	2332	32270
337	2354	32476
338	2371	32609
339	2384	32683
340	2399	32782
341	2412	32851
342	2423	32905
343	2433	32933
344	2441	32948
345	2450	32960
346	2458	32972
347	2467	32988
348	2475	32995
349	2484	33007
350	2493	33029
351	2503	33053
352	2512	33071
353	2522	33101
354	2544	33292
355	2555	33339
356	2567	33393
357	2578	33437
358	2587	33452
359	2596	33461
360	2604	33475
361	2613	33484
362	2621	33489
363	2630	33499
364	2639	33521
365	2648	33531
366	2657	33543
367	2665	33552
368	2674	33563
369	2683	33574
370	2684	33490
371	2692	33503
372	2703	33530
373	2711	33537
374	2722	33575
375	2732	33605
376	2747	33692
377	2756	33706
378	2765	33715
379	2774	33726
380	2783	33748
381	2792	33756
382	2800	33765
383	2810	33780
384	2818	33787
385	2828	33807
386	2838	33831
387	2847	33852
388	2857	33876
389	2866	33883
390	2875	33900
391	2885	33913
392	2894	33932
393	2905	33960
394	2914	33976
395	2941	34194
396	2961	34336
397	2976	34420
398	2990	34486
399	3002	34531
400	3015	34583
401	3027	34630
402	3039	34674
403	3050	34698
404	3058	34706
405	3068	34717
406	3076	34722
407	3084	34719
408	3093	34725
409	3105	34770
410	3114	34777
411	3125	34808
412	3136	34838
413	3146	34852
414	3155	34859
415	3164	34871
416	3173	34878
417	3182	34889
418	3191	34891
419	3200	34904
420	3209	34905
421	3218	34912
422	3227	34926
423	3237	34945
424	3246	34947
425	3255	34958
426	3264	34961
427	3273	34963
428	3281	34967
429	3290	34972
430	3300	34985
431	3310	35001
432	3320	35026
433	3337	35113
434	3347	35132
435	3357	35142
436	3365	35145
437	3374	35147
438	3383	35153
439	3392	35153
440	3400	35154
441	3409	35154
442	3417	35158
443	3426	35163
444	3436	35174
445	3439	35124
446	3448	35126
447	3457	35126
448	3465	35128
449	3474	35126
450	3482	35126
451	3491	35127
452	3500	35132
453	3510	35151
454	3518	35151
455	3528	35163
456	3544	35234
457	3559	35302
458	3574	35362
459	3592	35458
460	3608	35526
461	3619	35553
462	3633	35606
463	3645	35642
464	3656	35664
465	3665	35668
466	3674	35667
467	3683	35666
468	3691	35666
469	3701	35674
470	3711	35685
471	3721	35698
472	3733	35732
473	3746	35769
474	3757	35796
475	3767	35809
476	3776	35808
477	3785	35808
478	3795	35823
479	3803	35819
480	3812	35816
481	3821	35817
482	3830	35822
483	3839	35827
484	3849	35837
485	3858	35836
486	3867	35835
487	3876	35845
488	3886	35850
489	3895	35853
490	3904	35854
491	3914	35862
492	3923	35864
493	3934	35891
494	3945	35906
495	3955	35917
496	3964	35919
497	3974	35933
498	3983	35935
499	3993	35944
500	4002	35943
501	4012	35949
502	4021	35953
503	4030	35952
504	4039	35951
505	4048	35957
506	4057	35954
507	4065	35951
508	4074	35954
509	4083	35952
510	4092	35953
511	4103	35967
512	4112	35971
513	4121	35971
514	4139	36047
515	4170	36242
516	4189	36325
517	4201	36356
518	4219	36428
519	4232	36465
520	4243	36478
521	4251	36475
522	4261	36476
523	4269	36473
524	4278	36470
525	4287	36466
526	4295	36462
527	4305	36463
528	4315	36472
529	4325	36480
530	4336	36497
531	4346	36504
532	4359	36537
533	4369	36540
534	4377	36537
535	4386	36531
536	4394	36524
537	4403	36524
538	4412	36522
539	4422	36523
540	4430	36520
541	4439	36513
542	4448	36510
543	4456	36504
544	4464	36495
545	4473	36488
546	4481	36485
547	4490	36478
548	4498	36473
549	4507	36472
550	4517	36477
551	4527	36482
552	4537	36490
553	4549	36511
554	4562	36544
555	4572	36543
556	4580	36538
557	4589	36533
558	4597	36528
559	4606	36519
560	4615	36517
561	4624	36516
562	4633	36514
563	4641	36507
564	4650	36503
565	4660	36506
566	4669	36507
567	4677	36500
568	4679	36442
569	4688	36438
570	4697	36436
571	4706	36436
572	4718	36451
573	4728	36464
574	4746	36529
575	4766	36607
576	4783	36666
577	4801	36736
578	4816	36773
579	4831	36818
580	4845	36857
581	4855	36861
582	4864	36857
583	4874	36855
584	4882	36850
585	4891	36848
586	4900	36841
587	4910	36844
588	4919	36843
589	4931	36859
590	4942	36870
591	4953	36885
592	4965	36903
593	4974	36896
594	4982	36887
595	4991	36883
596	5001	36888
597	5010	36880
598	5019	36877
599	5028	36878
600	5037	36872
601	5046	36868
602	5055	36862
603	5063	36854
604	5072	36848
605	5082	36848
606	5090	36841
607	5099	36836
608	5109	36837
609	5119	36845
610	5129	36849
611	5140	36855
612	5151	36867
613	5161	36868
614	5170	36866
615	5179	36860
616	5187	36850
617	5197	36852
618	5206	36847
619	5214	36839
620	5225	36845
621	5233	36838
622	5243	36838
623	5252	36833
624	5260	36825
625	5269	36818
626	5278	36814
627	5287	36808
628	5295	36801
629	5304	36794
630	5314	36796
631	5324	36802
632	5334	36799
633	5359	36906
634	5377	36964
635	5392	37003
636	5408	37047
637	5421	37064
638	5437	37107
639	5448	37115
640	5457	37110
641	5466	37104
642	5474	37097
643	5483	37089
644	5492	37086
645	5501	37078
646	5510	37075
647	5519	37070
648	5529	37072
649	5539	37072
650	5550	37082
651	5560	37082
652	5569	37073
653	5578	37072
654	5588	37070
655	5597	37063
656	5606	37061
657	5615	37055
658	5625	37053
659	5633	37047
660	5643	37047
661	5653	37046
662	5662	37040
663	5671	37032
664	5680	37031
665	5689	37024
666	5697	37012
667	5707	37011
668	5716	37009
669	5727	37013
670	5739	37029
671	5755	37068
672	5778	37154
673	5790	37165
674	5799	37160
675	5809	37158
676	5818	37156
677	5828	37152
678	5837	37151
679	5847	37146
680	5856	37142
681	5865	37138
682	5874	37132
683	5884	37132
684	5894	37129
685	5903	37123
686	5913	37124
687	5922	37121
688	5932	37119
689	5944	37133
690	5957	37147
691	5983	37249
692	6002	37303
693	6021	37359
694	6032	37369
695	6046	37390
696	6060	37413
697	6074	37439
698	6086	37452
699	6097	37456
700	6109	37468
701	6119	37465
702	6128	37461
703	6138	37459
704	6149	37461
