iter	Logloss
0	0.6798102288
1	0.6642918559
2	0.652442437
3	0.6404259302
4	0.6317886405
5	0.6215526742
6	0.6120590158
7	0.6045540252
8	0.59842153
9	0.5893239786
10	0.579883304
11	0.5738318365
12	0.5700128534
13	0.5663616388
14	0.5619858874
15	0.5553893282
16	0.5515833902
17	0.547206255
18	0.5438125863
19	0.5411735826
20	0.5356808581
21	0.5317048417
22	0.5290021567
23	0.5244631146
24	0.5182130715
25	0.5139573127
26	0.5103473724
27	0.5082431452
28	0.50658656
29	0.5030296385
30	0.4994990135
31	0.4976874213
32	0.4940228261
33	0.4897701967
34	0.4880112729
35	0.4848478076
36	0.4833560885
37	0.4808331505
38	0.4797021927
39	0.4788669093
40	0.477991152
41	0.4765158408
42	0.4755788182
43	0.4745480138
44	0.4721748771
45	0.4717087167
46	0.4714256315
47	0.4703893085
48	0.4695859797
49	0.4682357207
50	0.4678516731
51	0.466781538
52	0.4648276435
53	0.4644457539
54	0.4611565664
55	0.4607089414
56	0.4583953516
57	0.4570280276
58	0.455548523
59	0.4532498357
60	0.453126837
61	0.4511898027
62	0.4495610705
63	0.4463510982
64	0.4440814424
65	0.4438474199
66	0.4423148166
67	0.4420163332
68	0.441648103
69	0.4396883409
70	0.4379835526
71	0.4364426884
72	0.4353809687
73	0.4345108565
74	0.4333298506
75	0.4326268368
76	0.432538932
77	0.4303564268
78	0.4287407425
79	0.4286353669
80	0.4282229061
81	0.4266813854
82	0.4256733915
83	0.4250657802
84	0.4244133752
85	0.4243555807
86	0.4237718592
87	0.4237673985
88	0.4237299347
89	0.4236153022
90	0.4235852907
91	0.4224047106
92	0.4211799529
93	0.420961826
94	0.4206718807
95	0.419898198
96	0.419895283
97	0.419277785
98	0.4170448085
99	0.4155098444
100	0.4150388647
101	0.4149980421
102	0.4144857789
103	0.4136699308
104	0.4136693868
105	0.4119873833
106	0.4119869393
107	0.4112413666
108	0.4106751647
109	0.4099666038
110	0.407981982
111	0.4071897854
112	0.4058857534
113	0.4058614349
114	0.4056957982
115	0.4049699605
116	0.4049599926
117	0.4036108751
118	0.4035324729
119	0.4026577026
120	0.4023406933
121	0.401650822
122	0.4016446497
123	0.401616986
124	0.4014768648
125	0.4014271068
126	0.4013655306
127	0.4012884153
128	0.4010766435
129	0.401072085
