iter	Logloss
0	0.6792454257
1	0.6674194977
2	0.6547439747
3	0.6430327199
4	0.6321566201
5	0.6218873467
6	0.6128636671
7	0.6034080687
8	0.5955497056
9	0.5897361854
10	0.5814116908
11	0.5744345743
12	0.5674610345
13	0.5618049232
14	0.5580897234
15	0.5540245491
16	0.5481420174
17	0.5424294533
18	0.5368806392
19	0.5327576015
20	0.5291905271
21	0.5254470823
22	0.5227651802
23	0.5188876759
24	0.5155037106
25	0.51211117
26	0.5082228847
27	0.5051807124
28	0.5014212721
29	0.4981060355
30	0.4955418281
31	0.4939670278
32	0.4924923928
33	0.490919005
34	0.4895582239
35	0.4872319784
36	0.4850464339
37	0.4827868882
38	0.4809391454
39	0.4798992112
40	0.4778427706
41	0.4756048185
42	0.4735592202
43	0.4727993476
44	0.4708263043
45	0.4689964245
46	0.4683584602
47	0.466689309
48	0.464802442
49	0.463113885
50	0.4622234939
51	0.4614770127
52	0.4608111897
53	0.4600958592
54	0.4594097289
55	0.4587920513
56	0.4576081189
57	0.4560551961
58	0.4553611023
59	0.4538010696
60	0.4534104489
61	0.4532301776
62	0.4521054696
63	0.4517723817
64	0.4504314494
65	0.4495694388
66	0.4492507826
67	0.4481187896
68	0.4473889071
69	0.447182662
70	0.4468224433
71	0.4465776818
72	0.4455823773
73	0.4447849569
74	0.4436441633
75	0.4424913462
76	0.4422947902
77	0.442082183
78	0.44163629
79	0.4407179102
80	0.4405654231
81	0.4396821278
82	0.4395898848
83	0.4394226496
84	0.4383950678
85	0.4381176384
86	0.4374519981
87	0.4367416016
88	0.4366663679
89	0.4365856264
90	0.4358372791
91	0.4353175667
92	0.435252386
93	0.4345992123
94	0.4339490468
95	0.4335869249
96	0.4329737057
97	0.432920303
98	0.4328694733
99	0.4324856046
100	0.4323504525
101	0.4322776129
102	0.4317795497
103	0.4316677732
104	0.431021353
105	0.4303259085
106	0.4301660169
107	0.4301284634
108	0.429741621
109	0.4293817002
110	0.4293479895
111	0.429315429
112	0.429205408
113	0.4288281038
114	0.4282742662
115	0.4278284634
116	0.4275278433
117	0.4275272535
118	0.4271011511
119	0.4268092427
120	0.4266263802
121	0.4263931615
122	0.4259490495
123	0.4259157397
124	0.4259153113
125	0.4258267567
126	0.425826371
127	0.4253688113
128	0.4250240581
129	0.425003793
130	0.4249431747
131	0.424884488
132	0.4247369106
133	0.4242506636
134	0.424250409
135	0.4240327835
136	0.4237477352
137	0.4235287081
138	0.4231537618
139	0.4228759818
140	0.4228758884
141	0.4225902253
142	0.4225054448
143	0.4225054201
144	0.422483773
145	0.4222393333
146	0.422107655
147	0.4221075199
148	0.4221063882
149	0.4220376896
